Hotel Name,Rating,Title,Text,Reply
Element Miami International Airport,4,Very nice hotel,"We liked everything about this hotel, very comfortable bed and clean rooms and bathroom. Breakfast was good for being in FL (many hotels we stayed it had worse breakfast). The gym was also nice, the staff friendly.   We wanted to take the shuttle bus from the airport (which is why we chose this hotel) but we would have had to wait 1,5h for the next one so we took a lyft. The receptionist was kind and gave us complimentary snacks to apologize for that. We took the shuttle bus to the Dolphin mall and it worked good, just make sure to see the timetables because it doesn't run so often.","wanillah,  Thank you for choosing to stay with us and for the 4 rating. We are very happy that you enjoyed our rooms, bed, and breakfast.   We hope that you will come stay with us again the next time you are in the area.   Sincerely, "
Element Miami International Airport,4,Perfect Waypoint Stay,"Had a one- night stopover in Miami and chose Element and was pleased. The front desk was efficient and helpful.   The rooms were clean and provided over and above amenities for an abbreviated or even extended stay. There was a small refrigerator, a sink with basic utensils like a fork and knife to eat with, coffee machine with cups, fresh towels, and even a corkscrew for that inevitable bottle of wine from Publix only a 7 minute Uber ride away after a long day of travel.  The beds were clean and comfortable; the bathroom and shower exquisite. Our side of the hotel had a great sunrise over Miami as well.   The rooms were a little warm; granted we came from the Northeast and it was significantly warmer on our arrival, but I think the lowest temp was 68, and the room felt much","rmp153,  Thank you for staying with us and for taking the time to write such a detailed review. We are always pleased when our guests share their experiences with us. It helps us identify areas where we can improve.   Happy Holidays."
Element Miami International Airport,4,Good for couple of days,"We went to Miami for our cruise and since flight arrival to Miami was a bit late in the night we have chosen this property and not disappointed, almost full kitchen, clean rooms and basic (As US standard) but functional breakfast, which allow you to pack and carry to your room.  Scheduled airport shuttle, close/walkable to metro/metro bus and Train which connect to FLL airport as well.  No supermarket in walkable distance, need uber to reach the nearest FRESCO, however ""Staybridge""  next to element is providing the free shuttle to this supermarket.","Kaushikdiku,  Thank you for your review and 4 rating. We are pleased that you enjoyed your time with us prior to your cruise.  We hope that your cruise was as enjoyable.   Happy Holidays!"
Element Miami International Airport,1,Worst service ever,"Shuttle never showed, front desk does not answer the phone.Called reservations, the front desk did not answer them either, CSR was very rude. Had to take and Uber after waiting an over an hour.Front desk clerk said they were short staffed, ran out of toothbrushes and meals because they were busy. Carpet was so dirty.this was my second stay this year, it was worst than my first which was pretty bad. Do not stay here!","Andy28B,  Please accept our sincerest apologies for failing to meet or exceed your expectations. The hotel is currently under new management, having taken over just a few recently and we are evaluating all departments and procedures in an effort to improve upon the service and quality offered to the our guests.   Your comments will be of great help in our efforts, and for that we thank you."
Element Miami International Airport,4,Do they truly care about the environment?,"Element has multiple signs and incentives to conserve energy, save water and reuse linens. However there is an appalling waste of single use plastics in their breakfast area. Plastic cutlery, cups, foam plates and food scraps are dumped into a bin labeled recycling. No milk and cream jugs, only little plastic creamers. Really Element, do you care about the environment or are allegedly environmentally supportive initiatives in place to lower your costs. How dare you?!","SSAV3,  Thank you for staying with us and for the 4 rating. As for your concerns over our Green practices, we have a number of initiatives and processes in place that are in support of our environment. Unfortunately, the disposable plates, bowls, and cutlery were a byproduct of the previous management. We are in the process of increasing our inventory on china and silverware so that we can fully phase out the disposable items.   Sincerely,   Hotel Management, "
Element Miami International Airport,5,Always great experience with this Airport Hotel,"Arrived really early in the morning with any hope to get the room immediately but they did give us our room! Not my first time here, but always clean and breakfast is basic but good! Spacious rooms and great customer service. ","Always great experience with this Airport Hotel,  We are pleased to have been able to accommodate you during your early arrival. Thank you for your continued patronage.   Sincerely,  Management"
Element Miami International Airport,1,They Overbooked Me and 26 Others and Left us Sleeping in the Lobby,"That's right. They sold my PREPAID room to someone else and allowed me and 26 other reservations to be without a hotel room. Finally, at 4am, they drove me 30 minutes away to another hotel where they said they would reimburse me for my stay. They didn't. I paid for BOTH hotel rooms and slept in a hotel lobby on a CHAIR UNTIL 4AM IN THE MORNING AND NOW NO ONE WILL CALL MY BACK OR REIMBURSE ME. They don't answer the phones and are avoiding everyone. YES, this is REAL. I am horrified by this treatment. Save yourselves. What a total disaster.","They Overbooked Me and 26 Others and Left us Sleeping in the Lobby,  We are sorry for the experience you had to endure during your visit to our property. We have reached out to discuss this matter with you, we look forward to speaking with you.   Sincerely,   Management"
Element Miami International Airport,4,Nice and convenient Hotel close to Airport,It is a nice Hotel close to Miami Airport. Friendly staff and clean room. There is a cozy and nice restaurant inside with nice food. In the morning I didn't have time to have breakfast cause my fight was too early. There is also a free shuttle every 30 mins to the Airport.,"Nice and convenient Hotel close to Airport,  Thank you for the positive review and 4 rating. We look forward to your return, hopefully next time you will be able to try the breakfast as well.   Sincerely,   Management"
Element Miami International Airport,3,OK for one night.,"Stayed here for one night because of the missed connection. Room was a good size and very clean. Free good speed internet. Arrived around 9 PM. Hotel had no snacks, water, soda  or any kind of food to buy, and no convenience store within a walking distance. That is a significant problem for the hotel which sees a lot of misconnected passengers. There also was  low water pressure in the restroom and shower. Free breakfast was low quality, so I skipped it and eat in the airport instead.","OK for one night,   We apologize for not having our shop fully stocked during your visit. Unfortunately, our food provider missed their scheduled delivery and we experienced a high volume of guests due to canceled flights which depleted our remaining items.  We have since resupplied and are ordering additional items for reserves, so as to not have a repeat occurrence.  Sincerely,   Management"
Element Miami International Airport,5,Great Stay,"Friendly, kind staff.Breakfast was good. Clean and comfortable. Emilio shuttle driver wonderful personality, great driver. He was very informative on the way to the airport. Recommended for your business or pleasure","Great Stay,  Thank you for the 5 rating and for choosing to stay with us. We are very pleased that you enjoyed your time here and we look forward to your return. Emilio is always one of our guests favorites, we'll make sure to pass on your kind words to him.  Sincerely,   Management"
Element Miami International Airport,1,Non Existent customer care/service,"Today's date is November 16th. I have been in communication a sales representative since the first week of September to try and organize a one night stay for myself and (22) wedding guests in January at the Miami Element by Westin. I have tried to reach this individual by email and phone many times over the last month with no reply.   In addition, I have tried to reach the front desk at the hotel several times, only to get an automated message that no one is available to take my call and I cannot leave a message because the mailbox is full. Over the past month, when searching online, I could not locate any email addresses for managers of this hotel. Finally, I found an email for a previous employee (manager of sales) on Linkedin, emailed that person, and their automated email","NSCanadianWoman,  My name is Kenny Oliver, I am the new General Manager for this property having just taken over a week ago.  Although I was not the manager for this property at the time of your issue trying to reach them, please accept my sincerest apologies. Clearly, this is no way to treat a guest or potential guest.  I cannot definitively say what went wrong or why they failed to communicate with you, as most of the management present at that time have been replaced. The hotel is under new management at this moment and I do know that there was a time where the staff were without a definitive decision maker until the new management was put in place.   I hope that you were able to find alternate arrangements for your wedding and I wish you and your spouse a long and happy marriage.   Sincerely,   Kenny Oliver General Manager "
Element Miami International Airport,4,Great hotel bad management ,"Am so we will start with the hotel its self the rooms are nice and big, hotel feels really clean and safe, the pool was amazing and they offer so much would definitely stay again for the hotel only and the  staff were nice too  Now for the bad part when i checked in they couldnt find my booking and after 40mins and they said it was sorted and needed a debit or credit  card incase of damage or anything which was fine after 3 nights checked out and was charged for a 3 night stay I was a solo traveller and ended up having over 300usd took from my card unexpectedly which left me sort and had to borrow money from family at home and after my holiday spend 3 weeks trying to get a complaint and the issue fixed and got no where really with the manager of the hotel it was really the","Great hotel bad management,  We are very sorry to learn that your experience while staying with us was ruined due to a billing issue. We apologize for not having been able to resolve your concern sooner, unfortunately the hotel has gone through a management change and many of the previous Department Managers are no longer with the hotel. It is possible that the delay in resolving your issue was due to not having in definitive leader on site while the changes were occurring. The hotel has since established new leadership and we hope that you would consider giving us another chance the next time you visit the area.  Sincerely,   Management"
Element Miami International Airport,3,"Underwhelmed....,","The Element Hotel is similar to an Aloft .. sleek, minimalist design but more on a Courtyard level of experience. For me, being an Elite Marriott Bonvoy Gold Member for many years.. the combination of the two works out perfectly for my family trip for college touring with my High School Senior.  The room was clean, but there wasn't any bottled water to be found in the hotel, no vending machine , snack store.. nothing . The customer service was minimal.. my son left his toothbrush.. the front desk didn't have extras . The sofa sleeper , when you let it out it touches the TV console , so to get to the restroom you have to step on it to get over it . A real inconvenience. The breakfast was free but, unlike Courtyard hotels., there's was very minimal. Not much to offer at all .  ","Underwhelmed....,  Thank you for taking the time to share your experience while staying at our property. We are sorry to learn that not all aspects of your stay met or exceeded your expectations.  The hotel is under new management now and we are taking every the necessary measures to correct many of the issued from the past.   We hope that you would consider visiting us again the next time your travels bring you to this area.   Sincerely,   Management"
Element Miami International Airport,5,Surprised,Rooms were fantastic! Service was amazing! I wanted to forget my cruise and just stay there! The complimentary breakfast was delish.The pool was clean and well lit at night. It was nice that the pool was open till 11pm.,"Surprised,  Thank you for the 5 rating and for choosing to stay with us prior to your cruise. We hope your cruise was as enjoyable.   Sincerely,   Management"
Element Miami International Airport,5,Great stay!,"The unplanned stay at the Element Miami International Airport was a pleasant surprise. Emilio and the woman at check-in during the day on the 9th of Nov. were very welcoming and easy to work with during our stay. We had a leaking sink, repoted it and was fixed within 10 minutes! Great night's sleep and breakfast was outstanding.","Great Stay!  Thank you for the positive review and the 5 rating. We are pleased that the issue with your sink was resolved quickly and that you were able to enjoy your stay with us.   Sincerely,   Management"
Element Miami International Airport,5,Excellent Element,One night stay was excellent. Breakfast need additional items and first floor elevator was a bit too far but overall had an nice time and the front desk staff were courteous and VERY helpful. Definitely will stay there again.,"Excellent Element,  Thank you for the review and for the 5 rating. We are very pleased to learn that you have decided to stay with us again the next time you are in the area.   We look forward to your return,  "
Element Miami International Airport,2,Beware of double charges,"I prepaid a hotel room in this hotel with getaroom.com.  Upon arrival at this Element Miami International Airport hotel, the agent couldn't find the reservation in the system but assured us the manager would take care of it the following morning when he came in.  Upon checkout the following day we were handed a 0 charge, 0 balance receipt, but a month later the credit card bill showed two charges for the room reservation (one from getaroom.com and one from the Element).  Element agents and managers (as well as getaroom) refused to investigate the issue.  The problem was finally resolved through Better Business Bureau and State Consumer Agency intervention.  We never did find out who was at fault for the double charge, so buyer beware, and keep all of your receipts and","Beware of double charges,   We apologize for any inconveniences that the double billing may have caused you, It is never our intent to needlessly charge a guest extra for services they have already paid for. There are often times that third party reservation sites delay in sending us payment prior to the guests arrival and the reservation appears unpaid in our systems, we then collect payment at the hotel from the guest. When this occurs, the third party is responsible for issuing a refund to the guest since we were never given payment prior to the guests arrival.   I am not sure if this is exactly what occurred during your visit, but we would gladly look into this matter further of you contact us to provide additional details.   Sincerely,   Management"
Element Miami International Airport,5,Wonderful staff,"Great stay. Staff were very helpful and friendly. Close  to shopping and a casino. Bed was very comfortable. Room was large and had fridge,stove microwave. I just wish the dining room was open late foe a late dinner. The breakfast was very nice.","Wonderful Staff,  Thank you for choosing to stay with us and for the 5 rating. We are happy to learn that you enjoyed your time with us. Please come see us again the next time you visit the area.   Sincerely,   Management"
Element Miami International Airport,5,Element Miami Airport,"Excellent service! The location of the hotel is just perfect, because its very close to Miami International Airport. They offer breakfast, the hotel is Eco-conscious. And they have a convenient shuttle bus.  The room was clean,beds were comfortable. ","Element Miami Airport,  Thank you for the positive review and for staying with us.  Please come visit us again.   Sincerely,  Management"
Element Miami International Airport,5,A hotel that makes you feel special,"We had a layover flight & spent 1 night. Check in was excellent the front desk clerks were friendly & helpful. The shuttle was prompt & the driver is friendly. The bed is so soft makes you want to stay & sleep all day. This is a unique, clean, & luxurious hotel.  Early morning breakfast is the BOMB!! I could go on & on about this hotel but please try element hotel for yourself.  Love you guys please don't change a thing  ","A hotel that makes you feel special,  Thank you for the endorsement and for the 5 rating. We hope that you can visit us again soon!  Sincerely,   Management"
Element Miami International Airport,4,A good night stay before a flight,"My flight was cancelled and rescheduled for the next morning. Was offered this hotel for the overnight stay. I was pleasantly surprised with the quality of this property, didn't have a chance to use any of the facilities, but the room was very nice and enjoyed a good night sleep and wonderful shower.","Thank you for your wonderful compliments of Element Miami International Airport.  It always delights us to hear about a guest's positive experience and it doesn't get much better than the account of your visit. We are so happy that you enjoyed our showers, this is a touch that many of our guests love. It would be our pleasure to welcome you back again and we hope it's soon.  "
Element Miami International Airport,1,Airline stay,"We stayed here because our flight was late so AA put us up here.  Tried to call from airport but  no one would answer. Finally got to hotel. Lobby swamped with people.  One person working desk. Go to the bar, The Salon, one woman working bar, restaurant,  waitress.  One person doing all three! People were literally waiting 15-20 mins to get served, pay their bill, get the food they ordered. Our food Sat for 10 mins on counter before we got it. Of course it was cold. There was one patron who sat patiently at bar, bot not saying a word as she would take orders and make drinks for people who came way after him. He finally got up and walked to her and asked if he could please get a drink. She said he has to wait his turn! He'd been there 30 mins. She should be fired. ","How frustrating this all must have been and we are so sorry that you had to endure what seems like long list of disappointments. If our staff was discourteous in anyway, we find that completely unacceptable and we will be sure to share your comments with the team. We hope you'll consider reaching out to us directly so we can learn more about your experience and better understand what may have happened. We hope to hear from you soon and thank you for bringing this to our attention"
Element Miami International Airport,4,Shuttle Driver,Emilio was our shuttle driver to the airport. He is passionate about his colleagues and the city. He advised of events coming to town and explained why he would be dropping us off where he was. First Class.,"Thank you very much! It's humbling to receive such high praise. A happy guest is our ultimate goal, so it's great to hear that you so enjoyed your extended stay with us. Your kind words for Emilio will certainly make their day, and this will be shared with them as well as everyone else here. It would be a true pleasure to welcome you back to Element Miami International Airport next time you are in the area."
Element Miami International Airport,5,MIA,"Excellent place to stay.  Very clean , nice and quite. The staff was very informative, from the moment I arrived. This was my first time in this property and was pleased. I believed your is located in a very convenience area,  lose to the airport and the city. The shuttle service was very good, and the driver was very courteous.",We are delighted you found our hotel to be a great place to stay! It was certainly a pleasure to accommodate you and we're glad that our convenient location to the airport worked out so well for you. We look forward to welcoming you back to the Element Miami International Airport.
Element Miami International Airport,2,NEVER EVER AGAIN.  MARRIOTT property NOT UP TO STANDARDS,"Pros: Location right next to airport.  Very little noise even though the planes flew right past the window - close enough to practically see the passengers!  Hotel is clean and has a sleek look in the lobby and the rooms.  Plenty of light. Cons: This hotel is not up to Marriott standards in many ways.  1) Prior to booking, I was told when I called that the price per load of laundry in washers was $2.00.  I planned accordingly and had enough quarters, even though the employee told me that the hotel does have quarters.  We chose this hotel for several reasons, one being that it had self service laundry facilities.  Upon arrival, we learn that the washers were $2.50 each.and that the hotel did not have any more quarters. We had to wait over 2 hours for them to get quarters from","We thank you for sharing your perspective. Feedback like yours helps us to better understand the needs of our guests and we will have our team look into your comments regarding your accommodations. We do regret and apologize for any inconvenience you may have experienced with doing your laundry. It is our hope to welcome you back so we may restore your confidence in us and provide you with the type of experience you anticipated. If you would like to discuss your stay in more detail, please do not hesitate to contact us directly. "
Element Miami International Airport,2,"Poor service, AC in room needs service, dog odor","We were placed here overnight by American Airlines. We waited an hour and 15 minutes for shuttle pickup with several people from our flight. We called the desk twice, at 30 mins and an hour to ask about the shuttle. The attendant told us the shuttle was there and we were missing it. We were told by American Airlines the hotel would have convenience items like toothpaste and toothbrush complimentary since we were not allowed to have luggage, but the hotel had none. The room we were given did not cool properly and smelled of dog or dirty feet. We were thankfully only there a few hours. ",Thank you for your feedback. I want to apologize for any inconvenience you experienced during your stay. I will review your comments with the staff involved in your comments to improve the level of service.  
Element Miami International Airport,2,Very Disappointing ,"My family and I overnighted at the Element on the way home and the experience was very poor.  We had a long wait for the shuttle, almost an hour and in the end we called the property and found out that the black Mercedes was not working so we had to look for another van.  After a long day of travelling, the male staff member that checked us in was not very friendly.  We asked about getting something to eat and we were bluntly told that the restaurant was closed and it was too late for the delivery places.  Thankfully another gentleman behind the desk heard his colleague and said it was not too late to order in so we were able to get something to eat.   The room only had towels for 2 when I'd booked a room for 4 persons.  We then had to request linen for the pull out bed.  Then",Thank you for your review. I apologize for the inconvenience you experienced. I will make sure this won't happen again and share the review with the staff to find the areas of opportunities.
Element Miami International Airport,2,Ants!!,At first we seconded guessed the hotel due to the location but once we went inside we quickly realized that the outside did not match the inside. Inside you discover a very up to date modern hotel with friendlt staff. Even though staff members seemed friendly we learned not to expect anyone to go out of there way to help with an issue and that we were pretty much on our own when it comes to questions and hotel needs. Our room which was on the second flood was infested with ants and i left the hotel with small bug bits on my body. Upon check out we had to wait over half an hour to check out due to hotel staff arguring with another guest over a lost package and instead of taking the conversation to the side to discuss what was happening in private everyone in the hotel lobby had,Thank you for your feedback. I want to apologize for any inconvenience you experienced. I will share your review with the staff to find areas of opportunity.
Element Miami International Airport,5,"Nice, comfy rooms with a great shuttle",The front desk woman was extremely helpful when I needed her!!! The room was large and the beds comfy!  The shuttle drivers were awesome— especially Emilio!  They offer good coffee and a nice free breakfast.  I recommend!,Thank you for your review. We are so happy to know you had a wonderful stay. I will share you comments with the staff.
Element Miami International Airport,5,Will always recommend this hotel when needing to be at Miami International Airport,"This is a great hotel to stay at when needing to be at Miami International hotel. The double bed suite was wonderful with a great full kitchen especially when you have a 15 month old. The staff was very friendly until one during check out day. You need to give Tatiyona some more customer service training or take her off front desk. She is not a people person. Dennis was just starting his shift, but I did not find him friendly or helpful. Those to alone can give you second thoughts about staying there. But just the 2 persons will not stop me coming there. The shuttle drivers are also very nice and accommodating. The manager was not in, but I spoke to Tim Horan who said he part of the visiting management team.","Thank you for your feedback, i appreciate your comments. we hope to see you back at our property soon. "
Element Miami International Airport,2,Lacking in a Lot of Areas,"This hotel received a poor rating from me because housekeeping is terrible, and the king bedroom suite (with sofa) I had should have been cleaned more thoroughly before/while I was there.  I stayed in two different suites and one  had all the essentials, while the other one didn't and this was annoying. I had to ask for the basics like soap, dish detergent, utensils, etc.  The rooms are also not soundproof: you will hear the airplanes when they take off. I had to buy some earplugs in order to be able to sleep.  The suite itself was modern and big. The staff was friendly, but clearly overworked. The bed and sofa were comfortable  I got a great deal on my stay so i can't complain too much. I wouldn't stay here and pay full price.",Thank you for your feedback. I want to apologize for any inconvenience you experienced during your stay. I will review your comments with the staff to see the areas of opportunity. 
Element Miami International Airport,5,Great place to stay,Friendly staff who are willing to help you with anything. Super clean hotel and great pool. Extra bonus having the planes fly over while enjoying pool time. Prices are great especially being so close to the airport and easy to navigate to and from highways. ,Thank you for your review. We are happy to know you enjoyed your stay. I will share your comments with the staff.
Element Miami International Airport,4,Improvment is needed,"Room: need to pay extra attention kn cleaning,was not vacuumed at all for the stay, aints all over counter,coffee machine not refilled properly , shower glass door not cleaned , charged 50$ without proir explan",Thank you for your comments. I apologize for any inconvenience you had during your stay. i will share your feedback with the staff to improve the quality of our service. 
Element Miami International Airport,4,Flight Delay,"We were sent to this hotel due to a flight delay from American Airlines... I was greatly impressed with the service, they even had a Wine and Cheese reception in the lobby, the also had free breakfast","Thank you for your feedback, we appreciate your comments. Hope to see you back at our hotel soon."
Element Miami International Airport,4,Great hotel!,"Wasn't supposed to stay here, but was diverted by the airline. Good points: clean, upscale, large rooms, nice rooms, free shuttle from airport gate, friendly staff. Bad points:understaffed, one staff member doing it ""all"" at the check-in counter, took entirely too long get checked in. However, overall a great place with great staff.",Thank you for your feedback. We are happy to know you had a nice stay. We are taking your comments seriously to improve the quality level of our hotel. 
Element Miami International Airport,5,This is my House!,"The Element Miami International airport, I have come to this hotel for 2 years and literally, it has been my second home every time I come to Miami, the staff is always helping us, they are watching us in whatever we need, the reception area is composed by Mr. Bensen Belfort,  Alejandro Blanco, Karen, are people who have been watching their clients since we arrived. I recommend this hotel 100%, it has breakfast included, an excellent patio with a large pool, green areas, it is a pet friendly hotel, and the rooms are very comfortable. The airport shuttle is every 30 minutes, their shuttle drivers are excellent workers, Mr. Alfredo and Emilio.  Please come to this hotel in every way you need it.","Melanie, thank you so much for your kind comments! It is always a proud moment when we hear it was our dedicated staff that made a guest's stay extra special. We are truly honored by your high recommendation, as well as five-star rating. We look forward to welcoming you back to Element Miami International Airport for another terrific visit!  "
Element Miami International Airport,3,"Impressive, if you don't look too closely","We booked our last minute accommodations at Element after our cruise ship shortened its itinerary due to hurricane Dorian.  We could have selected more reasonably priced accommodations but this one was available and had airport shuttle, cruise terminal shuttle, pool and free breakfast so it appeared to be reasonable. Once booked, I called to arrange the shuttle from the port but was informed they only shuttle to the port, they do not pick up from there. That's my fault, I should have checked before booking. Once our taxi dropped us off, we were impressed with the clean, modern, newly constructed appearance of the facility. The front desk staff were pretty casual but they managed to get us checked in efficiently. Opening the door to our room, we were surprised to find a very","Thank you for sharing your comments with us. While we were pleased to learn that you enjoyed our modern and spacious rooms, we feel disappointed that you felt some aspects of your stay were lacking. Our guest's voice is invaluable to us, and we will share your feedback with our entire team. We hope you will allow us another opportunity here at our hotel to fully exceed your expectations in the future. "
Element Miami International Airport,4,Convenient stay,"I like the Element. Healthy no frills breakfast (complimentary).  Restaurant staff were overwhelmed but very nice and hardworking.  Food was satisfactory there. Best part of the stay was EMILIO the weekend shuttle driver. He was courteous, helpful and very informative! Sweet man.  I had a mobility scooter and he helped load it.  The young man with dark hair at the front desk was apathetic and less than helpful. I asked for a simple bar of soap and that was a huge deal.  I've stayed at Element (different location) before and they do offer bar soap so you don't HAVE to use the dispenser body wash only.  Everyone is was fine.",It was truly a pleasure accommodating you at Element Miami International Airport! We're elated to discover that our suite-style rooms continue to provide you with plenty of room to spread out and get comfortable. Our complimentary shuttle service is always popular with our guests and it's great to hear such high praise for Emilio. Your warm words are truly appreciated and we look forward to another opportunity to welcome you back to our location.
Element Miami International Airport,4,"Great service and amenities for the price, dodgy neighborhood ","No one books an airport hotel for the outdoor space... but it's really not a great surrounding neighborhood.  The hotel itself is clean and modern, with a full service restaurant and complimentary breakfast and "" afternoon reception "" snacks. Has a good gym, pool and laundry which I needed. Rates are good, regular airport shuttle is provided. Would stay again for work related travel. ",We are delighted you found our hotel to be a great place to stay! It was certainly a pleasure to accommodate you and we're glad that our convenient location to the airport worked out so well for you. We look forward to welcoming you back to the Element Miami International Airport.
Element Miami International Airport,4,Simple and clean,"Nice hotel, clean, breakfast is simple and included, this is the 2nd time we stayed at this hotel. A good choice for max 2 nights. Hotel has a nice swimming pool and a gym. Close to the airport so no need to get stuck in a traffic jam on your way the airport. ","We strive to maintain the highest level of service, hospitality and comfort for our guests, so we were very happy to read that your stay at Element Miami International Airport was a positive experience. Thank you for your recommendation and compliments and we look forward to greeting you again soon."
Element Miami International Airport,1,Not a good customer experience we left. ,"My wife and I were returning to the hotel after a cruise.  We stayed the week before and were quite happy.    This visit was different - we arrived early and were very happy to get an early check in from the Pleasant young lady at the desk.    We went to our room which was very cold, but we were happy to drop our bags and head of the the mall.  We turned the temp to 71 before leaving.   When we returned late in the afternoon the room was warmer but so damp that the floor was slippery and wet. My wife also noticed and unpleasant Oder. We turned the temp down which removed the moisture but my wife was then uncomfortably cold.    The issue came when I reported this to the front desk ...  1) they are booked solid and could not offer another room.   2) they can send someone to mop",Thank you for reaching out to us.  We can understand your frustration if you found any areas not at their best. This feedback is of value to us and we will share your comments with our associates and management team so that we can improve our on-site service.  Our guests' satisfaction is greatly important to us and we ask that you reach out directly if you would like to discuss your visit further. 
Element Miami International Airport,4,Cruise Travel,We stayed here twice one day prior to our cruise and the day after our cruise. First the really great thing is the shuttle. We were able to get to and from the airport with ease. Our driver Emilio was the best. He was friendly and informative and offered us water on the ride to the hotel. The shuttle on cruise day which was apart of the room package we got was on time that being said they wanted us to Uber back when we got off the boat and we did. The Staff for the most part were wonderful They were accommodating by keeping our luggage until check in as were early and decided to spend the day touring and shopping. They would have paid for the Uber back but I didn't submit the receipt as requested so that's on me. apparently it's very hard to coordinate the return to the hotel,"Thank you for taking the time to share your feedback, and I appreciate your kind compliments for our courteous staff.  We are thrilled that you could enjoy so much during your time here, and would love to welcome you back to Element Miami International Airport for another exceptional stay."
Element Miami International Airport,3,I wan an Airline Refugee,"My flight was delayed then cancelled. I got on a later flight and missed my connection in Miami. The Airline gave me a voucher for The Element. By the time I arrived, it was after midnight and I was exhausted.   I handed the front desk my voucher and was informed that they were completely full and had no available rooms.  I was devastated and broke into tears.   They explained that the Airline has been sending them other refugees all evening without letting the hotel staff know.    After a moment, they decided to put in a suite.  I am sure the voucher only covered a regular room.   I thanked them for that. Then, I asked them if they had a toothbrush and toothpaste, they said they were all out.  I had to wait until I got to the airport in the am and buy one.   My review is for 3",We are grateful for your feedback. We do apologize for any frustration you experienced at check-in as that is not reflective of our usual service. We believe in providing the best in all ways so we are disheartened to know you experienced inconveniences with our restock pantry and breakfast. We will share your comments with our entire team. It is our hope that you will join us again in the future. 
Element Miami International Airport,2,Not the best,"The market wasn't stocked so I wasn't sure if they even had anything to really drink and very few items.  There was no items such as aspirin or anything.  They didn't tell me that there really isn't any restaurants to get to for food, They also never told me that the shuttle to the mall was going to cost me $20 dollars",Thank you for reaching out to us.  We can understand your frustration if you found any areas not at their best. This feedback is of value to us and we will share your comments with our associates and management team so that we can improve our on-site service.  Our guests' satisfaction is greatly important to us and we ask that you reach out directly if you would like to discuss your visit further.
Element Miami International Airport,5,Super Amazing STAFF ,"I went for work to Miami FL, and stayed at this amazing hotel, everything star from the pick up time at the airport the driver Mr. Alfredo was so helpful and friendly, he offered me a bottle of water right away to refresh myself. At the front desk the staff working that day Mr Alejandro & Mr Benzon were amazing they were very busy and still have the ability to take care of business without doubt.  While walking at the hotel the Operational Manager  Mr Yamil Montesdeoka approached to me to let me know about the manager afternoon they offer to unwind the stress of work, he was very friendly and professional. In the morning of my second day I went to have breakfast which was excellent and full of various dishes, Linda who was working in the area explains to me all the options","It is wonderful to read that you received five-star service throughout your stay. Thank you for sharing your impressions of your recent visit with us, as we are glad that you enjoyed our location. We are delighted that you had such high praise for our hardworking team including Alfredo, Alejandro, Bensen and Yamil.  We look forward to greeting you again at Element Miami International Airport for another fantastic stay."
Element Miami International Airport,5,Very pleased!,"We booked here after leaving a hotel in Miami Beach and we could not be happier. The rooms are clean, updated, and modern. The hotel is in excellent condition starting the minute you walk into the lobby. The staff are friendly and attentive. We got booked in a Studio King room with a pull out sofa and we were pleasantly surprised to see we had a kitchen with a full refrigerator and sink. The bathroom is updated and we fell in love with the shower! We visited the pool and longed in the comfortable outdoor patio setting. We also visit the fitness center and made use of the convenient guest laundry. The hotel has a restaurant in the lobby area which offers convenient dinner options. The breakfast is a Godsend as it's one thing too don't have to stress in the mornings. I cannot","Thank you for your wonderful five-star review!  We are grateful you took the time to share how much you enjoyed your stay.  It was nice to read the comfort and convenience of our hotel, along with our fresh breakfast options at The Salon at Element, made your visit here enjoyable.  We are so glad you will choose to stay with us again at Element Miami International Airport, and we look forward to seeing you then!"
Element Miami International Airport,3,Not bad for an airport hotel,"Stayed here  and this was pretty nice for a hotel airport. Location is super convenient. The suite is nice. Bathrooms are pretty clean, but the conditioner was out on our shower and hadn't been replaced. Room service was hard to track down at night.  They do provide shuttles to the airport which is nice and complimentary wine and cheese downstairs which wasn't half bad. The bed was comfortable. TV signal kept cutting in and out which was a little annoying.  Not bad for the price.","Thank you for letting the Element Miami International Airport provide you with a restful stay.  We are pleased to read about all the aspects of your visit that you enjoyed including our excellent location, comfortable bed and complimentary Relax hour.  We hope to welcome you back the next time your travels bring you our way."
Element Miami International Airport,5,Very convenient location,This was our second time staying at this hotel and I love that the hotel shuttle comes to get us from the airport. The shuttle comes to the airport every 30 minutes for pickups and to drop you off also. Emellio our shuttle driver was very polite and friendly. He even took us to the bus station when we asked. The shuttle can also drive you to close by places-not just the airport  the bus station is actually walking distance from the hotel -maybe a 1/2 mile walk. From there If  you want to go to the beach you can take the 150 bus and if you want it'll take you all the way down to the end of south beach by the pier almost. When we come to Miami again I will always choose this hotel because of the great location. They also give a nice continental breakfast with eggs and chicken,"Hello Rachael! Our team here at the Element Miami International Airport could not be more happy to read such a beaming review. We are glad to know that you enjoyed our complimentary shuttle, a service that all of our guests love as well. One of the best parts of staying at the Element Miami is the continental breakfast and we are so thrilled that you liked all of the different options. We hope that you can stay with us again very soon!   "
